"sim","group","run","subj","alpha_sub_gen","beta_sub_gen","ndt_sub_gen","delta_female_sub_gen","delta_male_sub_gen","alpha_sub_sim_mean","beta_sub_sim_mean","ndt_sub_sim_mean","delta_female_sub_sim_mean","delta_male_sub_sim_mean","alpha_sub_sim_hdi_lo","alpha_sub_sim_hdi_hi","beta_sub_sim_hdi_lo","beta_sub_sim_hdi_hi","ndt_sub_sim_hdi_lo","ndt_sub_sim_hdi_hi","delta_female_sub_sim_hdi_lo","delta_female_sub_sim_hdi_hi","delta_male_sub_sim_hdi_lo","delta_male_sub_sim_hdi_hi","alpha_recover","beta_recover","ndt_recover","delta_female_recover","delta_male_recover"
33,NA,4,26,2.17815753101181,0.463151433500658,0.2,2.84539618949297,-3.16806451397562,2.1682869425,0.47392713875,0.2,2.65735843109796,-3.0707151603814,1.99295,2.35368,0.428493,0.515384,0.2,0.2,2.24860799413234,3.05805334315476,-3.48389351539975,-2.65547549264349,1,1,NA,1,1
33,NA,4,27,2.53562891326657,0.480407186982502,0.2,3.06012185997017,-2.81139146806625,2.35827927,0.494119829,0.2,2.87893946972548,-2.95468514071211,2.16446,2.55406,0.451234,0.537672,0.2,0.2,2.47399583369994,3.2630272271755,-3.37568328624832,-2.56269883033242,1,1,NA,1,1
33,NA,4,28,2.22123829045222,0.452184417703358,0.2,2.97048321132076,-2.84563732092854,2.21153736,0.4781928775,0.2,2.63370768749025,-2.96222553035355,2.02087,2.39203,0.433229,0.52345,0.2,0.2,2.2119763561463,3.01964466720733,-3.35329470674501,-2.55850244699919,1,1,NA,1,1
33,NA,4,29,2.28583535042673,0.493386341161008,0.2,2.88003414682937,-3.01784716511983,2.1948172275,0.489448471,0.2,2.85560821897989,-2.88106080353209,2.00901,2.37418,0.444461,0.53284,0.2,0.2,2.42435441256687,3.238250716548,-3.31976956154349,-2.49678061824932,1,1,NA,1,1
33,NA,4,30,2.09839678579249,0.465106069951317,0.2,3.30153762140318,-2.5448758607123,2.1306820725,0.5041372885,0.2,3.09519706849956,-2.82648138337546,1.94155,2.30678,0.459683,0.548184,0.2,0.2,2.67182638887973,3.50806818760597,-3.27052113143991,-2.44592761478713,1,1,NA,1,1
33,NA,4,31,2.2841265114185,0.546731815885752,0.2,2.52460282670722,-3.26122994607266,2.2689774275,0.542109,0.2,2.64430427962182,-2.92711045972653,2.07128,2.45051,0.500832,0.588922,0.2,0.2,2.22347015650909,3.0449108926167,-3.31876473043636,-2.51092595321975,1,1,NA,1,1
33,NA,4,32,2.38667216440457,0.466383786936049,0.2,3.03577688422813,-2.83119102171784,2.23389617,0.46263789175,0.2,2.91832291352081,-2.87512994997911,2.0555,2.41985,0.416576,0.504533,0.2,0.2,2.54295019651595,3.33857096813856,-3.26072496380291,-2.44880310010151,1,1,NA,1,1
33,NA,4,33,2.09040269155565,0.47789136811873,0.2,2.2363613586423,-3.00017362963528,2.1636447125,0.44809431225,0.2,2.74119305421715,-3.0067377130962,1.98468,2.34967,0.401691,0.4903,0.2,0.2,2.3397705926819,3.16276015086649,-3.38910252180671,-2.56805937918242,1,1,NA,0,1
33,NA,4,34,2.35669779150943,0.456135394564216,0.2,2.4110868560225,-3.11027692513398,2.2807682975,0.46207768225,0.2,2.39590748390164,-3.12031821903251,2.09736,2.47495,0.41559,0.508969,0.2,0.2,1.98764017260069,2.82709308765563,-3.56654783275682,-2.71515781343566,1,1,NA,1,1
33,NA,4,35,2.49354788178615,0.489137487846746,0.2,2.88287134431945,-3.27627772080152,2.4402052925,0.47558587975,0.2,2.96635265212991,-2.99933047862942,2.23595,2.6497,0.428418,0.517723,0.2,0.2,2.56588271895549,3.36833783207238,-3.42435981972433,-2.60354388516876,1,1,NA,1,1
33,NA,4,36,2.34222031010533,0.517537896365626,0.2,2.16942827259336,-1.91772071026247,2.2576158775,0.51136546,0.2,2.22058490877236,-1.91746497913251,2.06854,2.45865,0.462052,0.559685,0.2,0.2,1.8016598529462,2.61977792934575,-2.31533002649994,-1.53823541729428,1,1,NA,1,1
33,NA,4,37,2.04725677442403,0.514084516870181,0.2,2.14279734877113,-2.59251860320075,1.970762775,0.5058767735,0.2,2.15342116917205,-2.45080368986894,1.78905,2.14321,0.458157,0.554849,0.2,0.2,1.72602541432722,2.59842495024093,-2.89935942384761,-2.01908326855255,1,1,NA,1,1
33,NA,4,38,2.01091906301071,0.512333618203851,0.2,2.41367764203437,-2.59976772134458,2.0840945175,0.5307421915,0.2,2.54476678533903,-2.51158174914466,1.90295,2.26513,0.487963,0.57626,0.2,0.2,2.1184781728147,2.97463410073988,-2.91719787308937,-2.11816077740539,1,1,NA,1,1
33,NA,4,39,1.9486288946416,0.513036269234297,0.2,2.06268941364674,-1.91532270758712,2.0860628225,0.5000314085,0.2,2.12520849757314,-2.10211988662713,1.90639,2.26835,0.452634,0.546061,0.2,0.2,1.72673654209757,2.52412139690955,-2.48969677901641,-1.68883767636704,1,1,NA,1,1
33,NA,4,40,2.23793509025826,0.470527032010169,0.2,2.6800656676101,-2.73954153808759,2.21443903,0.511845645,0.2,2.34776738666941,-2.76219517801857,2.01624,2.4056,0.467221,0.560541,0.2,0.2,1.92912878673918,2.77175553849697,-3.21398811952752,-2.33535465904916,1,1,NA,1,1
33,NA,4,41,2.20079550628026,0.530564122187387,0.2,2.5893358711788,-2.24052156638562,2.1047534775,0.5243432795,0.2,2.38715868563174,-2.21836095055633,1.92172,2.27948,0.477795,0.570163,0.2,0.2,1.97257854204817,2.80612951610484,-2.64714712829446,-1.81484141205747,1,1,NA,1,1
33,NA,4,42,1.95099928161943,0.550454287343084,0.2,2.87181086638261,-2.16697303655798,1.9734342,0.569307166,0.2,2.92976551614923,-2.19210529816464,1.80154,2.15723,0.517611,0.615469,0.2,0.2,2.46890637997637,3.446656749302,-2.60558109708754,-1.75679158918889,1,1,NA,1,1
33,NA,4,43,2.19494727431133,0.49087448243453,0.2,2.4069450134154,-2.25141007027156,2.188536495,0.51579164575,0.2,2.60364788709747,-2.37608914931866,1.99922,2.37015,0.471101,0.562823,0.2,0.2,2.1782284741573,3.05847683886823,-2.78238895652973,-1.95478854089883,1,1,NA,1,1
33,NA,4,44,1.87611728983517,0.557693549946758,0.2,2.24240684693428,-2.00722597901108,2.058860995,0.5512391345,0.2,2.43239898316815,-2.23855024255111,1.87955,2.24497,0.506278,0.599493,0.2,0.2,1.98898810697274,2.8721495027709,-2.67591793457931,-1.84935752661095,0,1,NA,1,1
33,NA,4,45,2.23968062011213,0.561859833619184,0.2,2.68475206283893,-1.86524035082572,2.2691709325,0.53862437025,0.2,2.51430632513534,-2.12213436743792,2.0818,2.47471,0.496037,0.586821,0.2,0.2,2.06269488921474,2.92068375084547,-2.4909099939532,-1.73429876837988,1,1,NA,1,1
33,NA,4,46,2.25056430972115,0.589264054734557,0.2,2.7610571514616,-1.58545784406176,2.1977976175,0.57975147425,0.2,2.71841880087749,-1.47889218773585,1.99413,2.391,0.527561,0.631032,0.2,0.2,2.28589948669,3.20188056035126,-1.82804279498362,-1.12918188969133,1,1,NA,1,1
33,NA,4,47,2.05752113068383,0.521385511024776,0.2,2.53827735776972,-2.05722727672361,2.050904615,0.534721936,0.2,2.61725689781712,-2.37827314112099,1.87119,2.23544,0.490471,0.581569,0.2,0.2,2.18344309962014,3.0706077260091,-2.7942211943978,-1.94570263884015,1,1,NA,1,1
33,NA,4,48,2.24918870715706,0.459731440847123,0.2,2.42670302301853,-2.35351510596429,2.3694855275,0.477426292,0.2,2.26601840084716,-2.51660730628165,2.14123,2.58611,0.428385,0.530615,0.2,0.2,1.83040105267523,2.69461325305446,-2.96995672362296,-2.10340594682171,1,1,NA,1,1
33,NA,4,49,2.21417018701354,0.561376188196903,0.2,2.25785369752679,-2.34843201463385,2.1403702575,0.55278094875,0.2,2.20226861123202,-2.3853357959595,1.95684,2.33463,0.506315,0.598588,0.2,0.2,1.77753140660528,2.62143637153838,-2.80359225729246,-1.98371324532845,1,1,NA,1,1
33,NA,4,50,2.17467243207036,0.497224532211167,0.2,2.23136186190644,-1.55578978272288,2.26464304,0.49792289375,0.2,2.15266228598418,-1.86963976029763,2.0685,2.46702,0.445263,0.5466,0.2,0.2,1.73110661514127,2.5404433002557,-2.25232145278178,-1.47986835813542,1,1,NA,1,1
33,NA,4,51,2.20545788407505,0.59828562623837,0.2,2.27555936443902,-1.79446664096931,2.456240795,0.5930289895,0.2,2.60980215642356,-1.74057003640442,2.21187,2.6958,0.534281,0.645943,0.2,0.2,2.15655046684724,3.04892906634448,-2.10647737825005,-1.37303724724509,0,1,NA,1,1
33,NA,4,52,2.178360004261,0.531147888506223,0.2,2.14874479232231,-2.2337554920131,2.133775715,0.5247511805,0.2,1.97584013612386,-2.35505409879732,1.95641,2.33158,0.478092,0.573292,0.2,0.2,1.59509926975108,2.38965707606351,-2.79354799144198,-1.95627252485622,1,1,NA,1,1
33,NA,4,53,2.01491439976936,0.516885961933973,0.2,2.45662110447441,-2.89097681291104,2.07692669,0.53450257925,0.2,2.37112739664326,-3.02185945962945,1.89291,2.26871,0.489687,0.578569,0.2,0.2,1.93727503608314,2.81463091476495,-3.51595314449015,-2.57191214588769,1,1,NA,1,1
33,NA,4,54,2.24428995167525,0.479730859787656,0.2,2.41350724381679,-2.26204968890485,2.37302076,0.47933288325,0.2,2.22535596229684,-2.4622725695749,2.15316,2.58789,0.426387,0.526968,0.2,0.2,1.82708075460034,2.64103565953343,-2.86599874481694,-2.01298915088157,1,1,NA,1,1
33,NA,4,55,2.05132407252723,0.444182145202273,0.2,2.15354672992065,-2.45055190473272,2.024578935,0.48224311175,0.2,2.07926054034008,-2.60984308726117,1.83514,2.19221,0.434091,0.534049,0.2,0.2,1.67994466690418,2.51961737153661,-3.03861691050781,-2.14925815096036,1,1,NA,1,1
33,NA,4,56,2.07349626523026,0.447918065603664,0.2,2.06747393503269,-2.61885797344604,2.0688177275,0.471134239,0.2,2.03931052612765,-2.68356330442254,1.90099,2.25866,0.420307,0.522796,0.2,0.2,1.64927859960652,2.45484091527383,-3.09797686643064,-2.18131593156169,1,1,NA,1,1
33,NA,4,57,2.24923151795897,0.528486649600877,0.2,2.81576497137784,-2.01684065630346,2.24104032,0.53252498525,0.2,2.57877907591124,-2.09721994344028,2.04411,2.4395,0.486947,0.579539,0.2,0.2,2.14368026306968,3.01530028765289,-2.49805560019397,-1.72382665884164,1,1,NA,1,1
33,NA,4,58,2.34258647656947,0.522902424859416,0.2,2.15769406499803,-2.52014052817816,2.1813556175,0.52720834925,0.2,2.34113400322383,-2.62617797968898,1.99983,2.37372,0.478292,0.572839,0.2,0.2,1.92521379272321,2.75793365748849,-3.05255379999614,-2.19916340593501,1,1,NA,1,1
33,NA,4,59,2.04624473323129,0.493543636040987,0.2,2.4402595890799,-1.34516515812428,2.1215480225,0.523419253,0.2,2.39213961364973,-1.52690631112212,1.94317,2.30717,0.475929,0.569728,0.2,0.2,1.98574842676548,2.82641097124266,-1.92361061263134,-1.17845821792541,1,1,NA,1,1
33,NA,4,60,1.87242704284168,0.530684152198319,0.2,2.88140978974493,-2.80241541454238,2.0402491475,0.51788838725,0.2,2.75055768240913,-2.80009854486051,1.85464,2.22682,0.469388,0.56211,0.2,0.2,2.29215142241423,3.2299623191481,-3.27332634606656,-2.36322243729215,1,1,NA,1,1
33,NA,4,61,2.32398590235125,0.458890122826322,0.2,2.36158766675709,-2.36099787602418,2.3376063875,0.47635828275,0.2,2.35422131973133,-2.60548900281324,2.12653,2.55002,0.427504,0.527453,0.2,0.2,1.96556458442515,2.77345525754857,-3.01981720970799,-2.15580094722572,1,1,NA,1,1
33,NA,4,62,2.12550951629469,0.57215923960033,0.2,2.29906472565248,-2.3017680786802,2.1406854725,0.5516309945,0.2,2.55278479232699,-2.33208908832366,1.95406,2.33295,0.507215,0.597891,0.2,0.2,2.11751569721277,3.00652723905095,-2.7421554761711,-1.91708511917528,1,1,NA,1,1
33,NA,4,63,2.05848315720157,0.496055638655267,0.2,2.21520534219548,-2.81512052223754,2.10922294,0.50999571425,0.2,2.13815489413609,-2.73498517340522,1.90992,2.27822,0.465244,0.55905,0.2,0.2,1.73509210108524,2.5425660627702,-3.20309441762443,-2.3137175378252,1,1,NA,1,1
33,NA,4,64,2.01169708613128,0.49815029941499,0.2,2.49228020884332,-2.43998385294681,1.98334399,0.53120248175,0.2,2.38318617209338,-2.59638750547081,1.80653,2.16704,0.487747,0.581289,0.2,0.2,1.95751126479581,2.84150316603379,-3.01617519516451,-2.11759420267471,1,1,NA,1,1
33,NA,4,65,1.83820002115345,0.46661452957696,0.2,2.1907636940591,-2.88088550942208,1.8353969125,0.478457695,0.2,2.19066451450089,-2.65099631080923,1.67187,2.0137,0.433657,0.529552,0.2,0.2,1.77964718150257,2.63091380496559,-3.09651290471248,-2.18351736769002,1,1,NA,1,1
33,NA,4,66,2.07283417125821,0.524708678585571,0.2,2.87453852402622,-2.02986609800625,2.2041699175,0.5447304305,0.2,2.51133975332034,-2.27955406743123,2.00897,2.3923,0.498326,0.591787,0.2,0.2,2.04816059722297,2.94338596037572,-2.68092683461309,-1.86781183194936,1,1,NA,1,1
33,NA,4,67,2.05402137781603,0.606786245086162,0.2,2.49308410236849,-2.40017425197141,2.0484865225,0.58239100675,0.2,2.66418961268498,-2.2228561546061,1.86575,2.23695,0.535308,0.634145,0.2,0.2,2.20046618003952,3.10233748346874,-2.62799275663424,-1.77331966011553,1,1,NA,1,1
33,NA,4,68,2.23393847287991,0.536567998887952,0.2,2.58413860735326,-2.31683845614011,2.2332625525,0.539309291,0.2,2.48298724509198,-2.17520065376452,2.0404,2.4308,0.493136,0.587849,0.2,0.2,2.08263558284632,2.94528703249343,-2.57041963003519,-1.78287710787635,1,1,NA,1,1
33,NA,4,69,2.16658445354591,0.53868328364928,0.2,1.78405805981773,-2.30698757097427,2.21373992,0.5335085795,0.2,2.01542444092657,-2.47495057595237,2.0237,2.42019,0.485551,0.581181,0.2,0.2,1.58910314887842,2.40600558944369,-2.88418835383128,-2.02928867455228,1,1,NA,1,1
33,NA,4,70,2.14768038556971,0.495600010942934,0.2,2.3001211699943,-2.29936453288194,2.1348789975,0.5103946915,0.2,2.50995733977836,-2.22112039952058,1.95365,2.33045,0.461235,0.555938,0.2,0.2,2.08918842408287,2.93790173540599,-2.60955342031227,-1.80007224023716,1,1,NA,1,1
14,NA,2,1,2.21653257031934,0.563811881468101,0.2,3.02734665099241,-2.8766410952343,2.103603485,0.512723526,0.2,3.27177696484778,-2.59150904959896,1.91166,2.29545,0.471439,0.555699,0.2,0.2,2.82136771259163,3.70949303618418,-3.01371148503423,-2.15115928746048,1,0,NA,1,1
14,NA,2,2,2.32597498408206,0.534726259364434,0.2,2.88430784190125,-2.73080560007962,2.45225606,0.47708422375,0.2,3.30451288935596,-2.67476963504364,2.21947,2.66963,0.437435,0.519273,0.2,0.2,2.8586455664336,3.76853411607446,-3.09609450285222,-2.23554964313156,1,0,NA,1,1
14,NA,2,3,1.89148330495914,0.503382679325194,0.2,3.21024410329845,-3.12487645082844,2.01247898,0.50204266525,0.2,2.96850494298095,-3.22870520186768,1.83584,2.19178,0.461412,0.542592,0.2,0.2,2.54476652328786,3.39891730747014,-3.6903263596496,-2.74392805644288,1,1,NA,1,1
14,NA,2,4,2.11346404237624,0.513161548531777,0.2,2.92139141639229,-2.62974705169569,2.07273198,0.5150014825,0.2,2.74025875671313,-2.47711713955124,1.87329,2.25573,0.47219,0.559437,0.2,0.2,2.30000664260943,3.14185993181809,-2.89506764805362,-2.03607647381635,1,1,NA,1,1
14,NA,2,5,2.2963965899344,0.515873263919961,0.2,2.89635225032071,-2.45703407030758,2.1920211375,0.49770158125,0.2,2.92122260243187,-2.31408219485865,2.0025,2.38973,0.456173,0.539584,0.2,0.2,2.50107475600819,3.3638189941074,-2.69713605951319,-1.88664363453852,1,1,NA,1,1
14,NA,2,6,2.34235164512846,0.473324617862404,0.2,3.30338573693596,-3.03742782973861,2.16264292,0.4818331205,0.2,2.99849446112886,-3.08872479094011,1.96194,2.35253,0.443249,0.523649,0.2,0.2,2.52857367437809,3.41298767263313,-3.60819817487254,-2.667642098717,1,1,NA,1,1
14,NA,2,7,2.41603728678664,0.480179285758948,0.2,2.93508661414949,-2.51498685647716,2.4295053325,0.46563718725,0.2,3.07514466222639,-2.39453993985137,2.21842,2.65741,0.424096,0.506659,0.2,0.2,2.66466039106689,3.50064484922048,-2.8010296331876,-1.95143789442038,1,1,NA,1,1
14,NA,2,8,2.20810823451994,0.47725836602762,0.2,2.96005223336851,-2.49418810798259,2.3394942225,0.46235028075,0.2,2.98097324382144,-2.51425125718097,2.12725,2.54737,0.42095,0.504503,0.2,0.2,2.55727227580611,3.43339969199321,-2.89485696487638,-2.06876284224104,1,1,NA,1,1
14,NA,2,9,1.98447314200445,0.461045193034028,0.2,2.92159396851748,-2.15955933680786,2.06347668,0.4683850265,0.2,2.93538564721201,-2.3832378609823,1.87462,2.25116,0.425867,0.508217,0.2,0.2,2.48801177446546,3.36190986575102,-2.82036355289197,-1.95024709280637,1,1,NA,1,1
14,NA,2,10,2.23478114808253,0.506390272510549,0.2,3.03990628118776,-2.55415602052898,2.2057309325,0.493205478,0.2,3.27125484728044,-2.52222453060439,2.00231,2.40219,0.449072,0.531694,0.2,0.2,2.84303450649321,3.7440628747237,-2.96448928100769,-2.10644660312279,1,1,NA,1,1
14,NA,2,11,2.05274128176308,0.44058626456672,0.2,3.13914857663549,-2.83732624660251,2.0227969325,0.4632844185,0.2,2.99610492342568,-3.22941728534265,1.83153,2.20767,0.423181,0.502521,0.2,0.2,2.56710115198889,3.45135300491611,-3.67205903342282,-2.74584996466913,1,1,NA,1,1
14,NA,2,12,1.93000388260539,0.504751973955212,0.2,2.95406274526943,-2.76491838970918,1.846892415,0.507251847,0.2,2.81031507651718,-2.58536771647803,1.67722,2.01314,0.467325,0.552431,0.2,0.2,2.3655840142587,3.23370382876903,-3.03747123134557,-2.13984883144965,1,1,NA,1,1
14,NA,2,13,2.47637129186305,0.475310391895412,0.2,3.24356697340701,-2.82250234468285,2.364831135,0.46124113775,0.2,3.01414953399674,-2.31672427456379,2.15165,2.57832,0.415759,0.500148,0.2,0.2,2.57716172702208,3.44980451677649,-2.75120838441064,-1.93410194358492,1,1,NA,1,0
14,NA,2,14,2.12713638859959,0.399638316389969,0.2,3.2040822377155,-3.35407544033736,2.1535617025,0.43413828,0.2,3.0887552042727,-3.16907208508469,1.96352,2.3501,0.392148,0.476306,0.2,0.2,2.62927752048738,3.51868316149326,-3.65779522209975,-2.71735657080825,1,1,NA,1,1
14,NA,2,15,2.10009728906656,0.471077986898594,0.2,3.07026158937536,-2.45104349097754,2.04987259,0.472609395,0.2,3.16647132721849,-2.50285980917815,1.86924,2.24963,0.431864,0.512406,0.2,0.2,2.72631468174044,3.63587482858196,-2.93892231450429,-2.06183051642734,1,1,NA,1,1
14,NA,2,16,2.2409896778998,0.494348974953548,0.2,2.95071362936861,-3.08847064437421,2.3484281475,0.4826098145,0.2,3.05373445221065,-2.78236936205341,2.1495,2.57389,0.442476,0.525621,0.2,0.2,2.61195058530128,3.47379737897638,-3.23878911547142,-2.38478580853438,1,1,NA,1,1
14,NA,2,17,2.2781129597542,0.456985469263714,0.2,2.74320454763592,-2.58315286052489,2.2618524325,0.4621061685,0.2,2.51999393273483,-2.63428657136277,2.05096,2.47051,0.418735,0.503112,0.2,0.2,2.08477029950183,2.93531759105551,-3.05688981545316,-2.20742951338964,1,1,NA,1,1
14,NA,2,18,2.32924060474418,0.527920619140175,0.2,3.03948696135883,-3.02065583551185,2.3504329525,0.4942038115,0.2,2.98774210535597,-2.955657822955,2.14806,2.58361,0.454952,0.536428,0.2,0.2,2.55256818794523,3.42310693205981,-3.39092746256408,-2.50822401168576,1,1,NA,1,1
14,NA,2,19,2.29609360569096,0.487710867427713,0.2,2.84084132157138,-2.51290200517449,2.3563950925,0.46039070375,0.2,2.91312421368913,-2.71200364164269,2.12979,2.56068,0.415995,0.500708,0.2,0.2,2.4754973420767,3.32070621822499,-3.1339026291878,-2.24367959870233,1,1,NA,1,1
14,NA,2,20,2.01098665342866,0.49680747707182,0.2,2.71665536844748,-2.4192095628396,1.995970985,0.490757894,0.2,3.1146296765146,-2.58835022012641,1.80202,2.17104,0.450883,0.533796,0.2,0.2,2.68667308010319,3.57638575489345,-3.03208055203335,-2.1634646484616,1,1,NA,1,1
14,NA,2,21,2.25808256588631,0.470406494804044,0.2,3.07935946438988,-2.72023686665662,2.2377114975,0.49042372325,0.2,2.98923934104875,-2.65853352432531,2.03412,2.42813,0.449115,0.529792,0.2,0.2,2.56411556227176,3.42760945464854,-3.07440758251344,-2.22947795846039,1,1,NA,1,1
14,NA,2,22,2.35599960162718,0.478550922920009,0.2,2.8186688986845,-2.29606002249496,2.3778542225,0.47374979375,0.2,2.85137004595759,-2.62254925628005,2.14662,2.59194,0.432779,0.515896,0.2,0.2,2.41533718912158,3.31576552587344,-3.03188647577935,-2.19307317083479,1,1,NA,1,1
14,NA,2,23,2.45946536214832,0.416541958179599,0.2,2.935239190805,-2.94746116533797,2.341690655,0.4369822945,0.2,2.86089639747821,-2.9324633001099,2.13358,2.56033,0.396504,0.481501,0.2,0.2,2.4291422902903,3.26509683670049,-3.38741318847029,-2.50478090205417,1,1,NA,1,1
14,NA,2,24,2.03970545654658,0.529626941326434,0.2,2.89440699309717,-3.13508414127851,2.15205599,0.4847051395,0.2,3.2323676942985,-2.93142155711375,1.95648,2.34394,0.445214,0.524901,0.2,0.2,2.77503205465265,3.67304628094598,-3.35425890083551,-2.48198355319419,1,0,NA,1,1
14,NA,2,25,1.84818413281946,0.492164778520457,0.2,2.49781273706636,-2.87269947401459,2.10908385,0.5040627115,0.2,2.80534713129886,-2.91750278922054,1.92618,2.30218,0.464303,0.547954,0.2,0.2,2.35860395765231,3.2041164895894,-3.38174758811345,-2.48725985930343,0,1,NA,1,1
14,NA,2,26,2.33654882793499,0.421763472140559,0.2,2.79689277976436,-2.83354734947215,2.3093027625,0.45293476575,0.2,2.98723903351349,-2.96784611662419,2.1062,2.52789,0.407376,0.490888,0.2,0.2,2.53206550462867,3.39803110061064,-3.4478734318768,-2.53780580032996,1,1,NA,1,1
14,NA,2,27,2.03779114698053,0.45567030802182,0.2,2.68121638281442,-2.58455407332875,2.0363024425,0.439357343,0.2,2.63134208462051,-2.34099166472294,1.84757,2.23017,0.396285,0.481786,0.2,0.2,2.20558353667628,3.05555797710642,-2.81220556781075,-1.91854200890153,1,1,NA,1,1
14,NA,2,28,2.18225563573051,0.5129943910659,0.2,3.30548004276267,-2.01066033240774,2.2076808425,0.50110687725,0.2,3.13641884766535,-2.4075866557362,2.01504,2.41089,0.459475,0.544432,0.2,0.2,2.70137575339955,3.56611807460727,-2.81503793797906,-1.9666409017915,1,1,NA,1,1
14,NA,2,29,2.10408664742735,0.482882391707713,0.2,2.85133092759686,-2.33625831597861,2.15828442,0.470914462,0.2,2.76538848600873,-2.37352030880367,1.97259,2.34711,0.428483,0.511746,0.2,0.2,2.33280519297404,3.19032192210708,-2.78402457723288,-1.94372554829409,1,1,NA,1,1
14,NA,2,30,2.17169464088338,0.435674288352402,0.2,3.0215127830103,-2.67530314508968,2.277264645,0.466737499,0.2,2.97416351101791,-2.78007276557753,2.0702,2.48669,0.426647,0.506461,0.2,0.2,2.54999740984509,3.4080091202326,-3.2037024634418,-2.2995337993817,1,1,NA,1,1
14,NA,2,31,2.46080279943227,0.420003728441046,0.2,3.35336903584765,-2.32085342989523,2.49965098,0.43998379,0.2,3.03084326992472,-2.53390064549221,2.26992,2.74596,0.394818,0.482339,0.2,0.2,2.58971502066956,3.48027438115696,-2.94197655857693,-2.09421674521926,1,1,NA,1,1
14,NA,2,32,2.0925385981936,0.485063524520466,0.2,3.28562012423061,-3.22102271691715,2.10867417,0.476735732,0.2,3.34594901884951,-3.08582463357377,1.92262,2.31245,0.438082,0.516836,0.2,0.2,2.88529107399878,3.78184690840576,-3.56371888005905,-2.63100331959346,1,1,NA,1,1
14,NA,2,33,2.18750776366946,0.450915185823609,0.2,3.13671328532642,-3.01771082813336,2.217821115,0.45978076425,0.2,2.98678539535055,-2.66062040527355,2.02551,2.42216,0.417554,0.498609,0.2,0.2,2.56801241201749,3.42708018527374,-3.07960442393843,-2.21493171715985,1,1,NA,1,1
14,NA,2,34,2.4601547399594,0.48671869970113,0.2,2.77228162191111,-2.71828125389452,2.390510715,0.49371542925,0.2,2.80947860095455,-2.89960773033101,2.18147,2.6137,0.455645,0.540432,0.2,0.2,2.39194476432232,3.24743061235834,-3.31900843748604,-2.43552965484576,1,1,NA,1,1
14,NA,2,35,2.33106293457005,0.457701027229742,0.2,2.2606725509436,-3.13456442871151,2.5172580225,0.46164638075,0.2,2.47826128961098,-3.04009826702337,2.29311,2.76789,0.415814,0.501601,0.2,0.2,2.07185824968854,2.90375545720258,-3.50197308067996,-2.60434521855718,1,1,NA,1,1
14,NA,2,36,2.05545670105658,0.553109541827559,0.2,2.66085010719924,-2.25337539155656,2.0454021075,0.5345165995,0.2,2.71362830407771,-2.07426178927961,1.86647,2.24007,0.487236,0.581071,0.2,0.2,2.30129269877173,3.17156562593465,-2.46190278687888,-1.66171917374793,1,1,NA,1,1
14,NA,2,37,1.94987645568917,0.468353031065479,0.2,2.38745504478963,-2.36660256507523,2.1147048375,0.46676545425,0.2,2.61301587885026,-2.40631741520419,1.92059,2.29684,0.418046,0.514118,0.2,0.2,2.18677747973539,3.00102105033485,-2.85826658829637,-2.04582706948612,1,1,NA,1,1
