"SubjID","Group","Jitter","censored","Resp","n_trials","q1","q3","q5","q7","q9","GroupName","RespName","DirectionName","CensorName","Accuracy"
17,1,1.91004251319886,1,2,1,0.001541,0.001541,0.001541,0.001541,0.001541,"Control","Left","Right","NotCensored",0
18,1,-0.835643599524503,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
18,1,0.119377657074929,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
18,1,0.596888285374645,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
18,1,-1.91004251319886,1,1,4,0.0008235,0.0008865,0.001098,0.00132,0.001446,"Control","Right","Left","NotCensored",0
18,1,-1.91004251319886,1,2,16,0.000651,0.000701,0.0007845,0.000917,0.001126,"Control","Left","Left","NotCensored",1
18,1,-1.07439891367436,1,1,5,0.001313,0.0013706,0.001373,0.0014346,0.0015706,"Control","Right","Left","NotCensored",0
18,1,-1.07439891367436,1,2,15,0.0007554,0.0008458,0.000973,0.0010394,0.0013048,"Control","Left","Left","NotCensored",1
18,1,-0.835643599524503,1,1,6,0.0008055,0.000921,0.0010725,0.0012305,0.001451,"Control","Right","Left","NotCensored",0
18,1,-0.835643599524503,1,2,13,0.0007566,0.0009566,0.001204,0.0016756,0.0018324,"Control","Left","Left","NotCensored",1
18,1,-0.596888285374645,1,1,7,0.0012314,0.001377,0.001497,0.001756,0.0020136,"Control","Right","Left","NotCensored",0
18,1,-0.596888285374645,1,2,13,0.0009256,0.0009708,0.001144,0.001226,0.0014282,"Control","Left","Left","NotCensored",1
18,1,-0.358132971224787,1,1,6,0.001569,0.0016075,0.001668,0.0017875,0.001981,"Control","Right","Left","NotCensored",0
18,1,-0.358132971224787,1,2,14,0.0008461,0.000947,0.001007,0.0014569,0.0016871,"Control","Left","Left","NotCensored",1
18,1,-0.119377657074929,1,1,10,0.0010533,0.0015454,0.001761,0.0018074,0.0019754,"Control","Right","Left","NotCensored",0
18,1,-0.119377657074929,1,2,10,0.0009912,0.0011312,0.001402,0.001666,0.0017293,"Control","Left","Left","NotCensored",1
18,1,0.119377657074929,1,1,9,0.0009178,0.0012812,0.001579,0.001702,0.0017498,"Control","Right","Right","NotCensored",1
18,1,0.119377657074929,1,2,10,0.0012854,0.0013802,0.0014325,0.0017045,0.0019066,"Control","Left","Right","NotCensored",0
18,1,0.358132971224787,1,1,13,0.000982,0.0013396,0.001446,0.0015486,0.001842,"Control","Right","Right","NotCensored",1
18,1,0.358132971224787,1,2,7,0.0008734,0.0009294,0.001208,0.0014678,0.0017694,"Control","Left","Right","NotCensored",0
18,1,0.596888285374645,1,1,9,0.000742,0.0008516,0.000955,0.0013852,0.0016172,"Control","Right","Right","NotCensored",1
18,1,0.596888285374645,1,2,9,0.0011708,0.0013302,0.001554,0.001576,0.0018684,"Control","Left","Right","NotCensored",0
18,1,0.835643599524503,1,1,12,0.0008712,0.001102,0.001232,0.0013467,0.001534,"Control","Right","Right","NotCensored",1
18,1,0.835643599524503,1,2,8,0.0008302,0.0011714,0.001538,0.0016085,0.0016428,"Control","Left","Right","NotCensored",0
18,1,1.07439891367436,1,1,17,0.0007668,0.0009264,0.001044,0.0011926,0.0016042,"Control","Right","Right","NotCensored",1
18,1,1.07439891367436,1,2,3,0.0010164,0.0010512,0.001086,0.0013184,0.0015508,"Control","Left","Right","NotCensored",0
18,1,1.91004251319886,1,1,20,0.0006879,0.0007421,0.000869,0.0010749,0.001269,"Control","Right","Right","NotCensored",1
18,1,1.91004251319886,NA,2,0,NA,NA,NA,NA,NA,"Control","Left","Right",NA,0
19,1,-1.91004251319886,1,1,2,0.0012864,0.0012892,0.001292,0.0012948,0.0012976,"Control","Right","Left","NotCensored",0
19,1,-1.91004251319886,1,2,18,0.0007927,0.0008078,0.000894,0.0010649,0.0014202,"Control","Left","Left","NotCensored",1
19,1,-1.07439891367436,1,1,3,0.000855,0.000915,0.000975,0.001013,0.001051,"Control","Right","Left","NotCensored",0
19,1,-1.07439891367436,1,2,17,0.0007296,0.0008152,0.000904,0.0009248,0.0010608,"Control","Left","Left","NotCensored",1
19,1,-0.835643599524503,1,1,2,0.001309,0.001375,0.001441,0.001507,0.001573,"Control","Right","Left","NotCensored",0
19,1,-0.835643599524503,1,2,18,0.0006514,0.0007583,0.000922,0.0010015,0.0012118,"Control","Left","Left","NotCensored",1
19,1,-0.596888285374645,1,1,5,0.0010632,0.001077,0.001101,0.0012154,0.001469,"Control","Right","Left","NotCensored",0
19,1,-0.596888285374645,1,2,15,0.0008164,0.0008748,0.000989,0.0012678,0.001471,"Control","Left","Left","NotCensored",1
19,1,-0.358132971224787,1,1,2,0.0014407,0.0014681,0.0014955,0.0015229,0.0015503,"Control","Right","Left","NotCensored",0
19,1,-0.358132971224787,1,2,18,0.0007825,0.0008354,0.0009945,0.0010643,0.0013589,"Control","Left","Left","NotCensored",1
19,1,-0.119377657074929,1,1,8,0.000762,0.0008743,0.0009265,0.0010327,0.0012385,"Control","Right","Left","NotCensored",0
19,1,-0.119377657074929,1,2,12,0.0007711,0.0009087,0.0010675,0.0011687,0.0013688,"Control","Left","Left","NotCensored",1
19,1,0.119377657074929,1,1,11,0.00063,0.000672,0.000895,0.000942,0.001231,"Control","Right","Right","NotCensored",1
19,1,0.119377657074929,1,2,9,0.0008272,0.0010588,0.00121,0.0012812,0.0014174,"Control","Left","Right","NotCensored",0
19,1,0.358132971224787,1,1,12,0.0008054,0.00096,0.00106,0.0011555,0.0014083,"Control","Right","Right","NotCensored",1
19,1,0.358132971224787,1,2,8,0.0012257,0.001301,0.0013155,0.0013264,0.0015807,"Control","Left","Right","NotCensored",0
19,1,0.596888285374645,1,1,16,0.0007695,0.0008655,0.0009435,0.001163,0.001316,"Control","Right","Right","NotCensored",1
19,1,0.596888285374645,1,2,4,0.0009508,0.0009724,0.0011385,0.0013231,0.0014557,"Control","Left","Right","NotCensored",0
19,1,0.835643599524503,1,1,19,0.0007178,0.0008308,0.00085,0.001145,0.001356,"Control","Right","Right","NotCensored",1
19,1,0.835643599524503,1,2,1,0.001113,0.001113,0.001113,0.001113,0.001113,"Control","Left","Right","NotCensored",0
19,1,1.07439891367436,1,1,19,0.000688,0.0007886,0.000814,0.0009558,0.0012508,"Control","Right","Right","NotCensored",1
19,1,1.07439891367436,1,2,1,0.001633,0.001633,0.001633,0.001633,0.001633,"Control","Left","Right","NotCensored",0
19,1,1.91004251319886,1,1,20,0.000657,0.0007649,0.000849,0.0009812,0.0011839,"Control","Right","Right","NotCensored",1
19,1,1.91004251319886,NA,2,0,NA,NA,NA,NA,NA,"Control","Left","Right",NA,0
20,1,0.358132971224787,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
20,1,-1.91004251319886,1,1,1,0.001478,0.001478,0.001478,0.001478,0.001478,"Control","Right","Left","NotCensored",0
20,1,-1.91004251319886,1,2,19,0.001075,0.0012244,0.001378,0.0014648,0.001722,"Control","Left","Left","NotCensored",1
20,1,-1.07439891367436,1,1,3,0.0016618,0.0016894,0.001717,0.0017438,0.0017706,"Control","Right","Left","NotCensored",0
20,1,-1.07439891367436,1,2,17,0.0009718,0.0012854,0.001342,0.0013704,0.001657,"Control","Left","Left","NotCensored",1
20,1,-0.835643599524503,1,1,4,0.0013012,0.0013936,0.0016205,0.0018525,0.0019755,"Control","Right","Left","NotCensored",0
20,1,-0.835643599524503,1,2,16,0.0012225,0.001323,0.001434,0.001551,0.001682,"Control","Left","Left","NotCensored",1
20,1,-0.596888285374645,1,1,4,0.0014202,0.0014766,0.001603,0.0017531,0.0019517,"Control","Right","Left","NotCensored",0
20,1,-0.596888285374645,1,2,16,0.001187,0.001257,0.001455,0.0016485,0.0018125,"Control","Left","Left","NotCensored",1
20,1,-0.358132971224787,1,1,7,0.0014262,0.001489,0.001511,0.0016692,0.0018532,"Control","Right","Left","NotCensored",0
20,1,-0.358132971224787,1,2,13,0.0013432,0.0013728,0.001593,0.0018062,0.0019458,"Control","Left","Left","NotCensored",1
20,1,-0.119377657074929,1,1,6,0.0011045,0.0013475,0.001522,0.0015825,0.001898,"Control","Right","Left","NotCensored",0
20,1,-0.119377657074929,1,2,14,0.0013436,0.0014795,0.0015345,0.0016072,0.0016966,"Control","Left","Left","NotCensored",1
20,1,0.119377657074929,1,1,13,0.0011144,0.0012454,0.001396,0.0014522,0.0016434,"Control","Right","Right","NotCensored",1
20,1,0.119377657074929,1,2,7,0.0012858,0.0014122,0.001654,0.0017208,0.0017676,"Control","Left","Right","NotCensored",0
20,1,0.358132971224787,1,1,10,0.0012862,0.0013398,0.001718,0.0017845,0.0018532,"Control","Right","Right","NotCensored",1
20,1,0.358132971224787,1,2,8,0.0012355,0.0013942,0.001557,0.0016937,0.0018279,"Control","Left","Right","NotCensored",0
20,1,0.596888285374645,1,1,15,0.0011096,0.0012998,0.001553,0.0016396,0.001871,"Control","Right","Right","NotCensored",1
20,1,0.596888285374645,1,2,5,0.0013342,0.0016082,0.001665,0.0017258,0.0017662,"Control","Left","Right","NotCensored",0
20,1,0.835643599524503,1,1,18,0.001084,0.0012657,0.00134,0.0016266,0.0017324,"Control","Right","Right","NotCensored",1
20,1,0.835643599524503,1,2,2,0.0016987,0.0017601,0.0018215,0.0018829,0.0019443,"Control","Left","Right","NotCensored",0
20,1,1.07439891367436,1,1,17,0.0009906,0.0010298,0.00114,0.0013956,0.001548,"Control","Right","Right","NotCensored",1
20,1,1.07439891367436,1,2,3,0.0016784,0.0016812,0.001684,0.0017124,0.0017408,"Control","Left","Right","NotCensored",0
20,1,1.91004251319886,1,1,19,0.000983,0.0012546,0.001349,0.001489,0.0016544,"Control","Right","Right","NotCensored",1
20,1,1.91004251319886,1,2,1,0.001549,0.001549,0.001549,0.001549,0.001549,"Control","Left","Right","NotCensored",0
21,1,-0.358132971224787,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
21,1,0.358132971224787,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
21,1,-1.91004251319886,1,1,2,0.0015318,0.0015574,0.001583,0.0016086,0.0016342,"Control","Right","Left","NotCensored",0
21,1,-1.91004251319886,1,2,18,0.0008141,0.0009002,0.000962,0.0010968,0.0012141,"Control","Left","Left","NotCensored",1
21,1,-1.07439891367436,1,1,1,0.00182,0.00182,0.00182,0.00182,0.00182,"Control","Right","Left","NotCensored",0
21,1,-1.07439891367436,1,2,19,0.0008328,0.0009288,0.001064,0.0013036,0.0013982,"Control","Left","Left","NotCensored",1
21,1,-0.835643599524503,1,1,8,0.0012514,0.0014121,0.001574,0.0020563,0.0021581,"Control","Right","Left","NotCensored",0
21,1,-0.835643599524503,1,2,12,0.0008631,0.0010133,0.001257,0.0016426,0.0019317,"Control","Left","Left","NotCensored",1
21,1,-0.596888285374645,1,1,4,0.0013928,0.0013964,0.0014025,0.0014267,0.0015389,"Control","Right","Left","NotCensored",0
21,1,-0.596888285374645,1,2,16,0.0008715,0.001187,0.001265,0.001461,0.001777,"Control","Left","Left","NotCensored",1
21,1,-0.358132971224787,1,1,6,0.0013895,0.0014285,0.001515,0.0016385,0.001768,"Control","Right","Left","NotCensored",0
21,1,-0.358132971224787,1,2,13,0.0008496,0.0010692,0.001157,0.0016824,0.001779,"Control","Left","Left","NotCensored",1
21,1,-0.119377657074929,1,1,9,0.001153,0.0013906,0.001692,0.0018476,0.0019684,"Control","Right","Left","NotCensored",0
21,1,-0.119377657074929,1,2,11,0.001094,0.001173,0.001222,0.001431,0.001672,"Control","Left","Left","NotCensored",1
21,1,0.119377657074929,1,1,12,0.0010087,0.0011505,0.00152,0.0016708,0.0018614,"Control","Right","Right","NotCensored",1
21,1,0.119377657074929,1,2,8,0.0008959,0.0011779,0.0013245,0.0014072,0.001543,"Control","Left","Right","NotCensored",0
21,1,0.358132971224787,1,1,15,0.001178,0.001352,0.00151,0.0016736,0.0019712,"Control","Right","Right","NotCensored",1
21,1,0.358132971224787,1,2,4,0.0012132,0.0012456,0.0013905,0.0015808,0.0018856,"Control","Left","Right","NotCensored",0
21,1,0.596888285374645,1,1,16,0.000993,0.001162,0.0014435,0.001582,0.001773,"Control","Right","Right","NotCensored",1
21,1,0.596888285374645,1,2,4,0.001355,0.001379,0.0014195,0.0014976,0.0017472,"Control","Left","Right","NotCensored",0
21,1,0.835643599524503,1,1,14,0.0009145,0.0009793,0.001008,0.0012844,0.001632,"Control","Right","Right","NotCensored",1
21,1,0.835643599524503,1,2,6,0.0011165,0.001333,0.001492,0.001626,0.0019765,"Control","Left","Right","NotCensored",0
21,1,1.07439891367436,1,1,19,0.0009004,0.000964,0.001113,0.001182,0.0017178,"Control","Right","Right","NotCensored",1
21,1,1.07439891367436,1,2,1,0.001575,0.001575,0.001575,0.001575,0.001575,"Control","Left","Right","NotCensored",0
21,1,1.91004251319886,1,1,19,0.0008504,0.0008826,0.00107,0.0011114,0.001305,"Control","Right","Right","NotCensored",1
21,1,1.91004251319886,1,2,1,0.00172,0.00172,0.00172,0.00172,0.00172,"Control","Left","Right","NotCensored",0
22,1,-0.596888285374645,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
22,1,-1.91004251319886,1,1,6,0.0010525,0.001231,0.00127,0.0014005,0.0015755,"Control","Right","Left","NotCensored",0
22,1,-1.91004251319886,1,2,14,0.0008614,0.0010535,0.001255,0.0013986,0.0015892,"Control","Left","Left","NotCensored",1
22,1,-1.07439891367436,1,1,12,0.0009514,0.0014074,0.001478,0.0015463,0.0016869,"Control","Right","Left","NotCensored",0
22,1,-1.07439891367436,1,2,8,0.0009621,0.0011581,0.001223,0.0012708,0.001449,"Control","Left","Left","NotCensored",1
22,1,-0.835643599524503,1,1,2,0.0007379,0.0008657,0.0009935,0.0011213,0.0012491,"Control","Right","Left","NotCensored",0
22,1,-0.835643599524503,1,2,18,0.0009641,0.0011787,0.001261,0.0013797,0.0016086,"Control","Left","Left","NotCensored",1
22,1,-0.596888285374645,1,1,6,0.001276,0.0013615,0.0014215,0.001484,0.0016085,"Control","Right","Left","NotCensored",0
22,1,-0.596888285374645,1,2,13,0.0011694,0.0012314,0.001357,0.0014464,0.0015948,"Control","Left","Left","NotCensored",1
22,1,-0.358132971224787,1,1,9,0.0010894,0.0011208,0.001157,0.0013212,0.0015412,"Control","Right","Left","NotCensored",0
22,1,-0.358132971224787,1,2,11,0.001195,0.001262,0.001317,0.001352,0.001451,"Control","Left","Left","NotCensored",1
22,1,-0.119377657074929,1,1,11,0.001092,0.001261,0.001307,0.001418,0.001495,"Control","Right","Left","NotCensored",0
22,1,-0.119377657074929,1,2,9,0.0011904,0.0012926,0.00131,0.0013878,0.0016598,"Control","Left","Left","NotCensored",1
22,1,0.119377657074929,1,1,10,0.0009755,0.0010993,0.001152,0.0012667,0.0014048,"Control","Right","Right","NotCensored",1
22,1,0.119377657074929,1,2,10,0.0012121,0.0013105,0.001404,0.0014822,0.0016172,"Control","Left","Right","NotCensored",0
22,1,0.358132971224787,1,1,6,0.0009555,0.001167,0.0012825,0.001376,0.0015445,"Control","Right","Right","NotCensored",1
22,1,0.358132971224787,1,2,14,0.0011371,0.0012671,0.001399,0.0014794,0.0015365,"Control","Left","Right","NotCensored",0
22,1,0.596888285374645,1,1,10,0.0010192,0.0011643,0.0012495,0.0013232,0.0014001,"Control","Right","Right","NotCensored",1
22,1,0.596888285374645,1,2,10,0.0012438,0.0013614,0.001462,0.0014966,0.0016112,"Control","Left","Right","NotCensored",0
22,1,0.835643599524503,1,1,16,0.000959,0.0011795,0.001414,0.00148,0.001617,"Control","Right","Right","NotCensored",1
22,1,0.835643599524503,1,2,4,0.0013512,0.0014376,0.001484,0.001532,0.001628,"Control","Left","Right","NotCensored",0
22,1,1.07439891367436,1,1,14,0.0010023,0.0011041,0.0012465,0.0013937,0.0014879,"Control","Right","Right","NotCensored",1
22,1,1.07439891367436,1,2,6,0.0012875,0.001433,0.001498,0.0015605,0.001656,"Control","Left","Right","NotCensored",0
22,1,1.91004251319886,1,1,17,0.0009704,0.0010304,0.00115,0.0011904,0.001246,"Control","Right","Right","NotCensored",1
22,1,1.91004251319886,1,2,3,0.001405,0.001449,0.001493,0.0015278,0.0015626,"Control","Left","Right","NotCensored",0
23,1,-1.91004251319886,1,2,20,0.0006008,0.0006312,0.000683,0.0007893,0.0008771,"Control","Left","Left","NotCensored",1
23,1,-1.07439891367436,1,1,1,0.000479,0.000479,0.000479,0.000479,0.000479,"Control","Right","Left","NotCensored",0
23,1,-1.07439891367436,1,2,19,0.0005348,0.0005946,0.000618,0.0006666,0.000777,"Control","Left","Left","NotCensored",1
23,1,-0.835643599524503,1,2,20,0.0005879,0.0006308,0.000647,0.0007297,0.0009204,"Control","Left","Left","NotCensored",1
23,1,-0.596888285374645,1,2,20,0.0006053,0.0006592,0.0007825,0.0008085,0.000937,"Control","Left","Left","NotCensored",1
23,1,-0.358132971224787,1,1,3,0.0005574,0.0005802,0.000603,0.000617,0.000631,"Control","Right","Left","NotCensored",0
23,1,-0.358132971224787,1,2,17,0.0006302,0.000747,0.000782,0.0008782,0.000956,"Control","Left","Left","NotCensored",1
23,1,-0.119377657074929,1,1,2,0.0006724,0.0007072,0.000742,0.0007768,0.0008116,"Control","Right","Left","NotCensored",0
23,1,-0.119377657074929,1,2,18,0.0006253,0.0006894,0.000807,0.0008687,0.0010048,"Control","Left","Left","NotCensored",1
23,1,0.119377657074929,1,1,12,0.0006314,0.0006596,0.000733,0.0008436,0.0008746,"Control","Right","Right","NotCensored",1
23,1,0.119377657074929,1,2,8,0.0007972,0.0008814,0.000911,0.0009451,0.001004,"Control","Left","Right","NotCensored",0
23,1,0.358132971224787,1,1,9,0.000601,0.0006238,0.000635,0.000752,0.000931199999999999,"Control","Right","Right","NotCensored",1
23,1,0.358132971224787,1,2,11,0.000624,0.000688,0.000786,0.000875,0.000936,"Control","Left","Right","NotCensored",0
23,1,0.596888285374645,1,1,18,0.0004882,0.0006267,0.000668,0.0007282,0.0008875,"Control","Right","Right","NotCensored",1
23,1,0.596888285374645,1,2,2,0.000567,0.000643,0.000719,0.000795,0.000871,"Control","Left","Right","NotCensored",0
23,1,0.835643599524503,1,1,17,0.0005588,0.000608,0.000627,0.0007312,0.0008072,"Control","Right","Right","NotCensored",1
23,1,0.835643599524503,1,2,3,0.0006242,0.0006706,0.000717,0.0008158,0.0009146,"Control","Left","Right","NotCensored",0
23,1,1.07439891367436,1,1,20,0.0005721,0.0006184,0.0006465,0.000673,0.0007401,"Control","Right","Right","NotCensored",1
23,1,1.91004251319886,1,1,19,0.0005748,0.0005964,0.000657,0.0007112,0.0007632,"Control","Right","Right","NotCensored",1
23,1,1.91004251319886,1,2,1,0.000806,0.000806,0.000806,0.000806,0.000806,"Control","Left","Right","NotCensored",0
23,1,-1.91004251319886,NA,1,0,NA,NA,NA,NA,NA,"Control","Right","Left",NA,0
23,1,-0.835643599524503,NA,1,0,NA,NA,NA,NA,NA,"Control","Right","Left",NA,0
23,1,-0.596888285374645,NA,1,0,NA,NA,NA,NA,NA,"Control","Right","Left",NA,0
23,1,1.07439891367436,NA,2,0,NA,NA,NA,NA,NA,"Control","Left","Right",NA,0
24,1,-1.91004251319886,0,NA,6,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,-1.07439891367436,0,NA,4,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,-0.835643599524503,0,NA,3,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,-0.596888285374645,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,-0.358132971224787,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,-0.119377657074929,0,NA,4,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
24,1,0.119377657074929,0,NA,3,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,0.358132971224787,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,0.596888285374645,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,0.835643599524503,0,NA,3,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,1.07439891367436,0,NA,6,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,1.91004251319886,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
24,1,-1.91004251319886,1,1,2,0.0014677,0.0016591,0.0018505,0.0020419,0.0022333,"Control","Right","Left","NotCensored",0
24,1,-1.91004251319886,1,2,12,0.0006982,0.0008246,0.0009285,0.0009607,0.0010812,"Control","Left","Left","NotCensored",1
24,1,-1.07439891367436,1,1,3,0.0007612,0.0008256,0.00089,0.0009568,0.0010236,"Control","Right","Left","NotCensored",0
24,1,-1.07439891367436,1,2,13,0.0007782,0.0008622,0.000927,0.0011076,0.0016804,"Control","Left","Left","NotCensored",1
24,1,-0.835643599524503,1,1,3,0.0010116,0.0010208,0.00103,0.0011108,0.0011916,"Control","Right","Left","NotCensored",0
24,1,-0.835643599524503,1,2,14,0.000782,0.0008554,0.0009445,0.0010522,0.0013388,"Control","Left","Left","NotCensored",1
24,1,-0.596888285374645,1,1,2,0.0012207,0.0014061,0.0015915,0.0017769,0.0019623,"Control","Right","Left","NotCensored",0
24,1,-0.596888285374645,1,2,17,0.0008248,0.0009836,0.001043,0.001198,0.0014008,"Control","Left","Left","NotCensored",1
24,1,-0.358132971224787,1,1,5,0.0013814,0.0015432,0.001684,0.0017064,0.0017396,"Control","Right","Left","NotCensored",0
24,1,-0.358132971224787,1,2,13,0.0007492,0.000786,0.001174,0.0015356,0.0016106,"Control","Left","Left","NotCensored",1
24,1,-0.119377657074929,1,1,6,0.00116,0.001226,0.0013785,0.0015,0.001568,"Control","Right","Left","NotCensored",0
24,1,-0.119377657074929,1,2,10,0.0008464,0.0009638,0.001231,0.001343,0.0014986,"Control","Left","Left","NotCensored",1
24,1,0.119377657074929,1,1,6,0.0009235,0.0010105,0.0011975,0.0013235,0.001585,"Control","Right","Right","NotCensored",1
24,1,0.119377657074929,1,2,11,0.000748,0.000888,0.001238,0.00177,0.001809,"Control","Left","Right","NotCensored",0
24,1,0.358132971224787,1,1,11,0.001032,0.001286,0.001527,0.00163,0.001865,"Control","Right","Right","NotCensored",1
24,1,0.358132971224787,1,2,8,0.0008036,0.0011986,0.001379,0.0015027,0.0016562,"Control","Left","Right","NotCensored",0
24,1,0.596888285374645,1,1,13,0.0008114,0.0009944,0.001095,0.001218,0.0017974,"Control","Right","Right","NotCensored",1
24,1,0.596888285374645,1,2,5,0.0011278,0.0011814,0.001307,0.0013966,0.00153,"Control","Left","Right","NotCensored",0
24,1,0.835643599524503,1,1,10,0.0009691,0.0010248,0.001155,0.0014251,0.0018665,"Control","Right","Right","NotCensored",1
24,1,0.835643599524503,1,2,7,0.0008578,0.0011274,0.001365,0.0014404,0.0016032,"Control","Left","Right","NotCensored",0
24,1,1.07439891367436,1,1,11,0.000825,0.001016,0.001122,0.001175,0.00174,"Control","Right","Right","NotCensored",1
24,1,1.07439891367436,1,2,3,0.000911,0.000959,0.001007,0.0011838,0.0013606,"Control","Left","Right","NotCensored",0
24,1,1.91004251319886,1,1,14,0.0007537,0.0008466,0.0010125,0.0012424,0.0014294,"Control","Right","Right","NotCensored",1
24,1,1.91004251319886,1,2,5,0.001068,0.0011838,0.001587,0.0016966,0.0018476,"Control","Left","Right","NotCensored",0
25,1,-0.835643599524503,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
25,1,-0.596888285374645,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
25,1,0.119377657074929,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
25,1,0.358132971224787,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
25,1,0.596888285374645,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Right","Censored",NA
25,1,-1.91004251319886,1,1,5,0.0008968,0.0011766,0.001187,0.0012142,0.001356,"Control","Right","Left","NotCensored",0
25,1,-1.91004251319886,1,2,15,0.0009378,0.0012254,0.001353,0.0014964,0.0015324,"Control","Left","Left","NotCensored",1
25,1,-1.07439891367436,1,1,11,0.000807,0.001016,0.001095,0.001155,0.001415,"Control","Right","Left","NotCensored",0
25,1,-1.07439891367436,1,2,9,0.001084,0.0011148,0.001331,0.0014138,0.0015648,"Control","Left","Left","NotCensored",1
25,1,-0.835643599524503,1,1,7,0.000734,0.0008664,0.001091,0.0012638,0.0013314,"Control","Right","Left","NotCensored",0
25,1,-0.835643599524503,1,2,11,0.000931,0.001079,0.001208,0.001366,0.001565,"Control","Left","Left","NotCensored",1
25,1,-0.596888285374645,1,1,13,0.0008522,0.0011248,0.00125,0.0013366,0.001654,"Control","Right","Left","NotCensored",0
25,1,-0.596888285374645,1,2,6,0.00093,0.00103,0.00111,0.001146,0.0011785,"Control","Left","Left","NotCensored",1
25,1,-0.358132971224787,1,1,12,0.0008493,0.0011059,0.0012765,0.0014441,0.0015896,"Control","Right","Left","NotCensored",0
25,1,-0.358132971224787,1,2,7,0.0008786,0.0009774,0.001153,0.001358,0.00149,"Control","Left","Left","NotCensored",1
25,1,-0.119377657074929,1,1,14,0.0008903,0.0010404,0.001128,0.0012996,0.0015356,"Control","Right","Left","NotCensored",0
25,1,-0.119377657074929,1,2,6,0.00108,0.0011955,0.001259,0.0013565,0.0014745,"Control","Left","Left","NotCensored",1
25,1,0.119377657074929,1,1,13,0.0009008,0.0009818,0.001074,0.0011062,0.0014316,"Control","Right","Right","NotCensored",1
25,1,0.119377657074929,1,2,6,0.001213,0.001243,0.001251,0.0012705,0.001358,"Control","Left","Right","NotCensored",0
25,1,0.358132971224787,1,1,13,0.0009376,0.001107,0.001228,0.0012822,0.001712,"Control","Right","Right","NotCensored",1
25,1,0.358132971224787,1,2,6,0.000812,0.0008795,0.00105,0.001307,0.0014575,"Control","Left","Right","NotCensored",0
25,1,0.596888285374645,1,1,10,0.0008914,0.0010726,0.0011655,0.0011977,0.0013476,"Control","Right","Right","NotCensored",1
25,1,0.596888285374645,1,2,9,0.0009616,0.0012338,0.001385,0.0014864,0.0015836,"Control","Left","Right","NotCensored",0
25,1,0.835643599524503,1,1,18,0.000797,0.0009949,0.0010385,0.0012217,0.0014327,"Control","Right","Right","NotCensored",1
25,1,0.835643599524503,1,2,2,0.0013547,0.0014141,0.0014735,0.0015329,0.0015923,"Control","Left","Right","NotCensored",0
25,1,1.07439891367436,1,1,16,0.00088,0.000908,0.0010045,0.001183,0.0016705,"Control","Right","Right","NotCensored",1
25,1,1.07439891367436,1,2,4,0.000958,0.00106,0.001125,0.0011939,0.0013193,"Control","Left","Right","NotCensored",0
25,1,1.91004251319886,1,1,19,0.0008776,0.0009532,0.001041,0.0012628,0.0015034,"Control","Right","Right","NotCensored",1
25,1,1.91004251319886,1,2,1,0.001328,0.001328,0.001328,0.001328,0.001328,"Control","Left","Right","NotCensored",0
26,1,-1.91004251319886,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
26,1,-1.07439891367436,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
26,1,-0.835643599524503,0,NA,3,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
26,1,-0.596888285374645,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
26,1,-0.358132971224787,0,NA,2,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
26,1,-0.119377657074929,0,NA,1,NA,NA,NA,NA,NA,"Control",NA,"Left","Censored",NA
