"SubjID","Group","Resp","SignalStrength","n_trials","q1","q3","q5","q7","q9","GroupName","RespName"
16,1,1,-0.773809762908943,1,0.894,0.894,0.894,0.894,0.894,"Control","LookingAtMe"
16,1,2,-0.773809762908943,11,0.79,0.812,0.889,0.92,1.063,"Control","NotLookingAtMe"
16,1,1,-0.386904881454471,1,1.003,1.003,1.003,1.003,1.003,"Control","LookingAtMe"
16,1,2,-0.386904881454471,11,0.828,0.844,0.929,1.131,1.231,"Control","NotLookingAtMe"
16,1,1,0,1,0.664,0.664,0.664,0.664,0.664,"Control","LookingAtMe"
16,1,2,0,11,0.691,0.708,0.883,0.927,1.084,"Control","NotLookingAtMe"
16,1,1,0.386904881454471,1,0.687,0.687,0.687,0.687,0.687,"Control","LookingAtMe"
16,1,2,0.386904881454471,11,0.734,0.765,0.868,0.965,1.192,"Control","NotLookingAtMe"
16,1,1,0.773809762908943,2,0.9889,1.0887,1.1885,1.2883,1.3881,"Control","LookingAtMe"
16,1,2,0.773809762908943,10,0.8667,1.0041,1.0985,1.2178,1.3921,"Control","NotLookingAtMe"
16,1,1,1.16071464436341,7,0.8284,0.8804,1.022,1.0392,1.066,"Control","LookingAtMe"
16,1,2,1.16071464436341,5,0.6656,0.8756,0.938,1.0284,1.1848,"Control","NotLookingAtMe"
16,1,1,1.54761952581789,12,0.7462,0.7976,0.8675,0.8767,1.0001,"Control","LookingAtMe"
16,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
17,1,1,-1.54761952581789,1,0.952,0.952,0.952,0.952,0.952,"Control","LookingAtMe"
17,1,2,-1.54761952581789,10,0.661,0.7017,0.877,0.9875,1.0566,"Control","NotLookingAtMe"
17,1,2,-1.16071464436341,12,0.694,0.8429,0.956,1.1945,1.3091,"Control","NotLookingAtMe"
17,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
17,1,2,-0.773809762908943,12,0.6583,0.7648,0.8435,0.9735,1.4058,"Control","NotLookingAtMe"
17,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
17,1,2,-0.386904881454471,11,0.726,0.796,0.922,1.003,1.059,"Control","NotLookingAtMe"
17,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
17,1,2,0,12,0.6933,0.7246,0.8745,0.906,1.0719,"Control","NotLookingAtMe"
17,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
17,1,1,0.386904881454471,2,1.2327,1.3101,1.3875,1.4649,1.5423,"Control","LookingAtMe"
17,1,2,0.386904881454471,10,0.7709,0.8425,0.9125,0.981,1.1724,"Control","NotLookingAtMe"
17,1,1,0.773809762908943,4,1.0629,1.0947,1.2875,1.5056,1.6892,"Control","LookingAtMe"
17,1,2,0.773809762908943,8,0.7842,1.0277,1.1295,1.2394,1.6258,"Control","NotLookingAtMe"
17,1,1,1.16071464436341,11,0.702,0.757,0.893,0.986,1.728,"Control","LookingAtMe"
17,1,2,1.16071464436341,1,1.186,1.186,1.186,1.186,1.186,"Control","NotLookingAtMe"
17,1,1,1.54761952581789,12,0.7694,0.8296,0.932,1.1064,1.6661,"Control","LookingAtMe"
17,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
18,1,2,-1.54761952581789,12,0.5798,0.6343,0.6645,0.6779,0.7301,"Control","NotLookingAtMe"
18,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,2,-1.16071464436341,12,0.5977,0.6459,0.661,0.6872,0.7887,"Control","NotLookingAtMe"
18,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,2,-0.773809762908943,12,0.6112,0.6361,0.6555,0.6747,0.6959,"Control","NotLookingAtMe"
18,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,2,-0.386904881454471,12,0.6027,0.6379,0.654,0.688,0.7598,"Control","NotLookingAtMe"
18,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,2,0,12,0.6711,0.6831,0.767,0.8049,0.9125,"Control","NotLookingAtMe"
18,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,2,0.386904881454471,12,0.6746,0.7098,0.759,0.8153,0.985,"Control","NotLookingAtMe"
18,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
18,1,1,0.773809762908943,3,0.7356,0.7468,0.758,0.958,1.158,"Control","LookingAtMe"
18,1,2,0.773809762908943,9,0.6918,0.7474,0.757,0.8868,1.0016,"Control","NotLookingAtMe"
18,1,1,1.16071464436341,11,0.724,0.738,0.771,0.782,0.887,"Control","LookingAtMe"
18,1,2,1.16071464436341,1,0.808,0.808,0.808,0.808,0.808,"Control","NotLookingAtMe"
18,1,1,1.54761952581789,12,0.6949,0.7117,0.7515,0.8081,0.8501,"Control","LookingAtMe"
18,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
19,1,2,-1.54761952581789,12,0.7437,0.7916,0.8595,0.9226,1.1701,"Control","NotLookingAtMe"
19,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
19,1,2,-1.16071464436341,12,0.7077,0.7778,0.8715,0.9409,1.4025,"Control","NotLookingAtMe"
19,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
19,1,2,-0.773809762908943,12,0.708,0.7419,0.8605,0.9929,1.1366,"Control","NotLookingAtMe"
19,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
19,1,2,-0.386904881454471,12,0.6577,0.7588,0.8575,0.9917,1.25,"Control","NotLookingAtMe"
19,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
19,1,2,0,11,0.709,0.951,0.989,1.076,1.136,"Control","NotLookingAtMe"
19,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
19,1,1,0.386904881454471,3,1.269,1.271,1.273,1.2818,1.2906,"Control","LookingAtMe"
19,1,2,0.386904881454471,9,0.7576,0.9042,0.999,1.007,1.3538,"Control","NotLookingAtMe"
19,1,1,0.773809762908943,9,0.9204,0.9574,1.036,1.0554,1.1188,"Control","LookingAtMe"
19,1,2,0.773809762908943,3,0.9882,1.0186,1.049,1.1586,1.2682,"Control","NotLookingAtMe"
19,1,1,1.16071464436341,11,0.747,0.874,0.941,0.984,1.153,"Control","LookingAtMe"
19,1,2,1.16071464436341,1,0.749,0.749,0.749,0.749,0.749,"Control","NotLookingAtMe"
19,1,1,1.54761952581789,12,0.7793,0.8245,0.9565,1.0066,1.0586,"Control","LookingAtMe"
19,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
20,1,2,-1.54761952581789,12,0.6897,0.7043,0.7335,0.7761,0.8988,"Control","NotLookingAtMe"
20,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,2,-1.16071464436341,12,0.6308,0.6631,0.714,0.753,0.7755,"Control","NotLookingAtMe"
20,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,2,-0.773809762908943,12,0.6547,0.6772,0.7185,0.7474,1.2052,"Control","NotLookingAtMe"
20,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,2,-0.386904881454471,12,0.6354,0.7096,0.734,0.749,0.9323,"Control","NotLookingAtMe"
20,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,2,0,12,0.6542,0.7203,0.808,0.9096,1.0437,"Control","NotLookingAtMe"
20,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,2,0.386904881454471,12,0.6887,0.7774,0.902,1.0164,1.0405,"Control","NotLookingAtMe"
20,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
20,1,1,0.773809762908943,8,0.9563,0.9822,1.072,1.1978,1.295,"Control","LookingAtMe"
20,1,2,0.773809762908943,4,0.9247,0.9481,0.992,1.0334,1.0418,"Control","NotLookingAtMe"
20,1,1,1.16071464436341,12,0.7566,0.8025,0.96,1.0632,1.119,"Control","LookingAtMe"
20,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
20,1,1,1.54761952581789,12,0.6872,0.7088,0.746,0.7823,0.8181,"Control","LookingAtMe"
20,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
21,1,2,-1.54761952581789,12,0.6949,0.7806,0.8415,1.0721,1.1116,"Control","NotLookingAtMe"
21,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
21,1,2,-1.16071464436341,12,0.6576,0.7515,0.8205,0.8368,1.041,"Control","NotLookingAtMe"
21,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
21,1,2,-0.773809762908943,12,0.6966,0.7414,0.781,0.8099,0.8247,"Control","NotLookingAtMe"
21,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
21,1,2,-0.386904881454471,12,0.7171,0.7721,0.8285,0.9221,1.4233,"Control","NotLookingAtMe"
21,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
21,1,2,0,12,0.7546,0.7944,0.8765,0.9652,1.0193,"Control","NotLookingAtMe"
21,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
21,1,1,0.386904881454471,1,1.208,1.208,1.208,1.208,1.208,"Control","LookingAtMe"
21,1,2,0.386904881454471,11,0.709,0.792,0.797,0.998,1.213,"Control","NotLookingAtMe"
21,1,1,0.773809762908943,7,0.9862,1.0754,1.17,1.242,1.4324,"Control","LookingAtMe"
21,1,2,0.773809762908943,5,0.8696,0.9532,1.002,1.0228,1.046,"Control","NotLookingAtMe"
21,1,1,1.16071464436341,11,0.818,0.87,0.905,0.953,0.988,"Control","LookingAtMe"
21,1,2,1.16071464436341,1,2.06,2.06,2.06,2.06,2.06,"Control","NotLookingAtMe"
21,1,1,1.54761952581789,12,0.7862,0.8337,0.892,0.9037,1.0444,"Control","LookingAtMe"
21,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
22,1,2,-1.54761952581789,12,0.6607,0.8806,0.9465,1.0499,1.3793,"Control","NotLookingAtMe"
22,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,2,-1.16071464436341,12,0.5977,0.6469,0.735,0.8323,0.8579,"Control","NotLookingAtMe"
22,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,2,-0.773809762908943,12,0.6214,0.6309,0.7095,0.7786,0.9743,"Control","NotLookingAtMe"
22,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,2,-0.386904881454471,12,0.6175,0.7008,0.7465,0.786,0.8556,"Control","NotLookingAtMe"
22,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,2,0,12,0.6458,0.7163,0.741,0.7736,0.964,"Control","NotLookingAtMe"
22,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,2,0.386904881454471,12,0.653,0.6923,0.7685,0.8924,0.997,"Control","NotLookingAtMe"
22,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
22,1,1,0.773809762908943,5,0.7396,0.8796,0.974,1.1604,1.4572,"Control","LookingAtMe"
22,1,2,0.773809762908943,7,0.6564,0.722,0.836,0.8824,1.0744,"Control","NotLookingAtMe"
22,1,1,1.16071464436341,10,0.7098,0.7831,0.8215,0.8563,0.9692,"Control","LookingAtMe"
22,1,2,1.16071464436341,2,0.916,0.944,0.972,1,1.028,"Control","NotLookingAtMe"
22,1,1,1.54761952581789,12,0.6324,0.7094,0.7225,0.8497,1.1076,"Control","LookingAtMe"
22,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
23,1,2,-1.54761952581789,12,0.4857,0.5376,0.6005,0.7844,1.0801,"Control","NotLookingAtMe"
23,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,-1.16071464436341,12,0.5193,0.5941,0.6585,0.7114,0.7809,"Control","NotLookingAtMe"
23,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,-0.773809762908943,12,0.4976,0.5904,0.6195,0.6634,0.7341,"Control","NotLookingAtMe"
23,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,-0.386904881454471,12,0.5233,0.5617,0.607,0.6612,0.7499,"Control","NotLookingAtMe"
23,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,0,12,0.5023,0.5881,0.6105,0.6567,0.7859,"Control","NotLookingAtMe"
23,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,0.386904881454471,12,0.5098,0.5977,0.618,0.6511,0.6734,"Control","NotLookingAtMe"
23,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,2,0.773809762908943,12,0.5529,0.657,0.714,0.8562,1.015,"Control","NotLookingAtMe"
23,1,1,0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
23,1,1,1.16071464436341,7,0.5664,0.586,0.62,0.698,1.0836,"Control","LookingAtMe"
23,1,2,1.16071464436341,5,0.5344,0.6604,0.766,1.1132,1.2156,"Control","NotLookingAtMe"
23,1,1,1.54761952581789,11,0.554,0.576,0.684,0.758,0.799,"Control","LookingAtMe"
23,1,2,1.54761952581789,1,0.549,0.549,0.549,0.549,0.549,"Control","NotLookingAtMe"
24,1,1,-1.54761952581789,1,0.688,0.688,0.688,0.688,0.688,"Control","LookingAtMe"
24,1,2,-1.54761952581789,11,0.625,0.669,0.681,0.776,0.871,"Control","NotLookingAtMe"
24,1,2,-1.16071464436341,12,0.6033,0.6463,0.675,0.7229,0.9477,"Control","NotLookingAtMe"
24,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
24,1,2,-0.773809762908943,12,0.5781,0.6116,0.67,0.7297,0.9092,"Control","NotLookingAtMe"
24,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
24,1,2,-0.386904881454471,10,0.5863,0.6025,0.699,0.7552,0.8534,"Control","NotLookingAtMe"
24,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
24,1,2,0,12,0.5951,0.6514,0.6815,0.7501,1.0069,"Control","NotLookingAtMe"
24,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
24,1,2,0.386904881454471,12,0.6112,0.714,0.7885,0.8469,1.123,"Control","NotLookingAtMe"
24,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
24,1,1,0.773809762908943,2,1.0452,1.0576,1.07,1.0824,1.0948,"Control","LookingAtMe"
24,1,2,0.773809762908943,10,0.6801,0.8484,0.8975,1.0334,1.3213,"Control","NotLookingAtMe"
24,1,1,1.16071464436341,8,0.7432,0.7618,0.879,1.0457,1.1423,"Control","LookingAtMe"
24,1,2,1.16071464436341,4,0.8468,0.8864,0.9045,0.9396,1.0812,"Control","NotLookingAtMe"
24,1,1,1.54761952581789,11,0.815,0.858,0.948,0.976,1.146,"Control","LookingAtMe"
24,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
25,1,2,-1.54761952581789,12,0.6868,0.8221,0.9025,0.9811,1.0422,"Control","NotLookingAtMe"
25,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,-1.16071464436341,12,0.7857,0.8607,0.9995,1.0359,1.0717,"Control","NotLookingAtMe"
25,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,-0.773809762908943,12,0.7599,0.7894,0.898,1.0035,1.0438,"Control","NotLookingAtMe"
25,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,-0.386904881454471,12,0.7031,0.7594,0.918,0.9741,1.0138,"Control","NotLookingAtMe"
25,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,0,12,0.6755,0.7268,0.81,0.8415,0.8969,"Control","NotLookingAtMe"
25,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,0.386904881454471,12,0.8159,0.8392,0.8765,0.9271,0.9967,"Control","NotLookingAtMe"
25,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,2,0.773809762908943,12,0.8743,0.9336,1.008,1.1161,1.3721,"Control","NotLookingAtMe"
25,1,1,0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
25,1,1,1.16071464436341,4,0.8891,0.9053,0.987,1.0735,1.1185,"Control","LookingAtMe"
25,1,2,1.16071464436341,8,0.643,0.8965,0.981,1.1294,1.168,"Control","NotLookingAtMe"
25,1,1,1.54761952581789,10,0.8708,0.9304,0.958,1.1255,1.2454,"Control","LookingAtMe"
25,1,2,1.54761952581789,2,0.8305,0.8755,0.9205,0.9655,1.0105,"Control","NotLookingAtMe"
26,1,2,-1.54761952581789,12,0.6748,0.7329,0.8695,1.0467,1.2905,"Control","NotLookingAtMe"
26,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
26,1,1,-1.16071464436341,1,1.249,1.249,1.249,1.249,1.249,"Control","LookingAtMe"
26,1,2,-1.16071464436341,11,0.672,0.69,0.72,0.856,1.015,"Control","NotLookingAtMe"
26,1,2,-0.773809762908943,12,0.7479,0.7942,0.8405,1.0561,1.3657,"Control","NotLookingAtMe"
26,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
26,1,2,-0.386904881454471,12,0.7804,0.8282,0.886,1.0091,1.1783,"Control","NotLookingAtMe"
26,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
26,1,2,0,12,0.7213,0.8158,0.883,0.9395,1.0982,"Control","NotLookingAtMe"
26,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
26,1,2,0.386904881454471,12,0.8117,0.9234,0.9725,1.0258,1.1562,"Control","NotLookingAtMe"
26,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
26,1,1,0.773809762908943,7,0.8326,0.8682,1.049,1.2764,1.5396,"Control","LookingAtMe"
26,1,2,0.773809762908943,5,0.8078,1.0072,1.08,1.2416,1.5274,"Control","NotLookingAtMe"
26,1,1,1.16071464436341,11,0.82,0.836,0.876,1.115,1.247,"Control","LookingAtMe"
26,1,2,1.16071464436341,1,1.912,1.912,1.912,1.912,1.912,"Control","NotLookingAtMe"
26,1,1,1.54761952581789,12,0.8952,0.9468,1.0105,1.1822,1.4338,"Control","LookingAtMe"
26,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
27,1,2,-1.54761952581789,12,0.7963,0.8126,0.887,1.0101,1.1186,"Control","NotLookingAtMe"
27,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
27,1,2,-1.16071464436341,12,0.7257,0.7917,0.8915,1.0814,1.198,"Control","NotLookingAtMe"
27,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
27,1,2,-0.773809762908943,11,0.701,0.73,0.936,1.174,1.267,"Control","NotLookingAtMe"
27,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
27,1,2,-0.386904881454471,10,0.8384,0.9549,1,1.0544,1.3655,"Control","NotLookingAtMe"
27,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
27,1,1,0,2,0.8525,0.9535,1.0545,1.1555,1.2565,"Control","LookingAtMe"
27,1,2,0,10,0.7644,0.8354,0.926,1.0369,1.1139,"Control","NotLookingAtMe"
27,1,1,0.386904881454471,1,1.077,1.077,1.077,1.077,1.077,"Control","LookingAtMe"
27,1,2,0.386904881454471,11,0.682,0.997,1.132,1.268,1.77,"Control","NotLookingAtMe"
27,1,1,0.773809762908943,8,0.6621,0.7333,0.768,1.169,1.9693,"Control","LookingAtMe"
27,1,2,0.773809762908943,3,0.8572,1.1796,1.502,1.9304,2.3588,"Control","NotLookingAtMe"
27,1,1,1.16071464436341,12,0.6049,0.8417,1.0065,1.1489,1.3575,"Control","LookingAtMe"
27,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
27,1,1,1.54761952581789,10,0.6252,0.7628,0.7795,0.8094,1.0562,"Control","LookingAtMe"
27,1,2,1.54761952581789,1,2.014,2.014,2.014,2.014,2.014,"Control","NotLookingAtMe"
28,1,2,-1.54761952581789,12,0.6404,0.7821,0.845,1.0684,1.2535,"Control","NotLookingAtMe"
28,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
28,1,1,-1.16071464436341,1,1.062,1.062,1.062,1.062,1.062,"Control","LookingAtMe"
28,1,2,-1.16071464436341,11,0.668,0.717,0.791,0.839,0.949,"Control","NotLookingAtMe"
28,1,2,-0.773809762908943,12,0.6631,0.7201,0.804,0.9174,0.9835,"Control","NotLookingAtMe"
28,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
28,1,2,-0.386904881454471,12,0.5915,0.7039,0.944,1.0329,1.1827,"Control","NotLookingAtMe"
28,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
28,1,2,0,12,0.6649,0.8115,0.883,0.9737,1.1265,"Control","NotLookingAtMe"
28,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
28,1,2,0.386904881454471,12,0.7498,0.8452,1.0085,1.1999,1.3332,"Control","NotLookingAtMe"
28,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
28,1,1,0.773809762908943,3,1.0054,1.1042,1.203,1.2298,1.2566,"Control","LookingAtMe"
28,1,2,0.773809762908943,9,1.0102,1.1686,1.272,1.306,1.449,"Control","NotLookingAtMe"
28,1,1,1.16071464436341,10,0.7733,0.8018,0.9225,0.953,1.1445,"Control","LookingAtMe"
28,1,2,1.16071464436341,1,1.341,1.341,1.341,1.341,1.341,"Control","NotLookingAtMe"
28,1,1,1.54761952581789,11,0.789,0.828,0.84,0.982,1.113,"Control","LookingAtMe"
28,1,2,1.54761952581789,1,1.085,1.085,1.085,1.085,1.085,"Control","NotLookingAtMe"
29,1,2,-1.54761952581789,12,0.6666,0.693,0.8165,0.9168,1.1214,"Control","NotLookingAtMe"
29,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
29,1,2,-1.16071464436341,11,0.607,0.664,0.73,0.794,0.957,"Control","NotLookingAtMe"
29,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
29,1,2,-0.773809762908943,12,0.6647,0.9422,1.122,1.2472,1.5889,"Control","NotLookingAtMe"
29,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
29,1,2,-0.386904881454471,11,0.672,0.729,0.885,1.061,1.112,"Control","NotLookingAtMe"
29,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
29,1,1,0,1,0.669,0.669,0.669,0.669,0.669,"Control","LookingAtMe"
29,1,2,0,11,0.663,0.702,0.899,0.957,1.128,"Control","NotLookingAtMe"
29,1,2,0.386904881454471,11,0.695,0.806,0.814,0.937,1.121,"Control","NotLookingAtMe"
29,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
29,1,1,0.773809762908943,6,0.8045,0.941,1.021,1.0775,1.1635,"Control","LookingAtMe"
29,1,2,0.773809762908943,5,0.8662,0.9668,1.002,1.118,1.1686,"Control","NotLookingAtMe"
29,1,1,1.16071464436341,12,0.7483,0.7996,0.8615,1.0298,1.1642,"Control","LookingAtMe"
29,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
29,1,1,1.54761952581789,10,0.7294,0.8966,0.948,1.0485,1.0874,"Control","LookingAtMe"
29,1,2,1.54761952581789,1,0.55,0.55,0.55,0.55,0.55,"Control","NotLookingAtMe"
30,1,2,-1.54761952581789,12,0.6366,0.746,0.858,0.9848,1.3404,"Control","NotLookingAtMe"
30,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,1,-1.16071464436341,1,1.253,1.253,1.253,1.253,1.253,"Control","LookingAtMe"
30,1,2,-1.16071464436341,11,0.64,0.775,0.827,1.133,1.284,"Control","NotLookingAtMe"
30,1,2,-0.773809762908943,12,0.672,0.7211,0.7985,0.946,1.1649,"Control","NotLookingAtMe"
30,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,2,-0.386904881454471,12,0.7475,0.8243,0.898,0.9533,1.077,"Control","NotLookingAtMe"
30,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,2,0,12,0.6975,0.8055,0.8545,1.0555,1.1936,"Control","NotLookingAtMe"
30,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,2,0.386904881454471,11,0.886,0.929,1.036,1.046,1.128,"Control","NotLookingAtMe"
30,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,2,0.773809762908943,12,0.9321,1.0437,1.1465,1.2482,1.3109,"Control","NotLookingAtMe"
30,1,1,0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
30,1,1,1.16071464436341,9,0.841,0.9952,1.135,1.4744,2.1024,"Control","LookingAtMe"
30,1,2,1.16071464436341,3,1.0792,1.2536,1.428,1.474,1.52,"Control","NotLookingAtMe"
30,1,1,1.54761952581789,12,0.8016,1.0005,1.081,1.1517,1.3775,"Control","LookingAtMe"
30,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
31,1,2,-1.54761952581789,11,0.676,0.741,0.821,0.859,1.003,"Control","NotLookingAtMe"
31,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
31,1,2,-1.16071464436341,11,0.723,0.819,0.944,0.976,1.06,"Control","NotLookingAtMe"
31,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
31,1,1,-0.773809762908943,1,0.951,0.951,0.951,0.951,0.951,"Control","LookingAtMe"
31,1,2,-0.773809762908943,11,0.645,0.69,0.778,0.941,1.105,"Control","NotLookingAtMe"
31,1,2,-0.386904881454471,12,0.7621,0.819,0.9345,1.0931,1.1472,"Control","NotLookingAtMe"
31,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
31,1,2,0,11,0.848,0.947,1.1,1.232,1.295,"Control","NotLookingAtMe"
31,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
31,1,1,0.386904881454471,4,0.9964,1.0852,1.2275,1.3565,1.3655,"Control","LookingAtMe"
31,1,2,0.386904881454471,7,0.9102,0.957,1.016,1.078,1.2476,"Control","NotLookingAtMe"
31,1,1,0.773809762908943,10,0.9578,1.0026,1.095,1.2251,1.3025,"Control","LookingAtMe"
